Symbol,Reason
BCHDOWN/USDT,Vol.24h (0.0) < 1000000
DNT/USDT,Vol.24h (0.0) < 1000000
UNFI/USDT,Vol.24h (0.0) < 1000000
XEM/USDT,Vol.24h (0.0) < 1000000
AAVEUP/USDT,Vol.24h (0.0) < 1000000
AAVEDOWN/USDT,Vol.24h (0.0) < 1000000
SUSD/USDT,Vol.24h (0.0) < 1000000
SUSHIUP/USDT,Vol.24h (0.0) < 1000000
SUSHIDOWN/USDT,Vol.24h (0.0) < 1000000
XLMUP/USDT,Vol.24h (0.0) < 1000000
XLMDOWN/USDT,Vol.24h (0.0) < 1000000
JUV/USDT,Vol.24h (521869.4) < 1000000
PSG/USDT,Vol.24h (527069.7) < 1000000
REEF/USDT,Vol.24h (0.0) < 1000000
ATM/USDT,Vol.24h (656424.8) < 1000000
ASR/USDT,Vol.24h (674472.8) < 1000000
RIF/USDT,Vol.24h (532653.8) < 1000000
BTCST/USDT,Vol.24h (0.0) < 1000000
LIT/USDT,Vol.24h (703621.1) < 1000000
SFP/USDT,Vol.24h (717475.1) < 1000000
DODO/USDT,Vol.24h (974232.9) < 1000000
ACM/USDT,Vol.24h (427793.5) < 1000000
FIS/USDT,Vol.24h (766424.8) < 1000000
PERP/USDT,Vol.24h (624342.4) < 1000000
RAMP/USDT,Vol.24h (0.0) < 1000000
EPS/USDT,Vol.24h (0.0) < 1000000
AUTO/USDT,Vol.24h (0.0) < 1000000
TKO/USDT,Vol.24h (834623.9) < 1000000
1INCHUP/USDT,Vol.24h (0.0) < 1000000
1INCHDOWN/USDT,Vol.24h (0.0) < 1000000
BTG/USDT,Vol.24h (0.0) < 1000000
MIR/USDT,Vol.24h (0.0) < 1000000
FORTH/USDT,Vol.24h (551007.4) < 1000000
BURGER/USDT,Vol.24h (671371.2) < 1000000
POLS/USDT,Vol.24h (0.0) < 1000000
MDX/USDT,Vol.24h (0.0) < 1000000
NU/USDT,Vol.24h (0.0) < 1000000
GTC/USDT,Vol.24h (732707.0) < 1000000
TORN/USDT,Vol.24h (0.0) < 1000000
KEEP/USDT,Vol.24h (0.0) < 1000000
KLAY/USDT,Vol.24h (0.0) < 1000000
BOND/USDT,Vol.24h (0.0) < 1000000
MLN/USDT,Vol.24h (425926.6) < 1000000
TVK/USDT,Vol.24h (0.0) < 1000000
FARM/USDT,Vol.24h (442446.6) < 1000000
ALPACA/USDT,Vol.24h (491788.1) < 1000000
QUICK/USDT,Vol.24h (374950.4) < 1000000
FOR/USDT,Vol.24h (0.0) < 1000000
REQ/USDT,Vol.24h (679929.4) < 1000000
TRIBE/USDT,Vol.24h (0.0) < 1000000
GNO/USDT,Vol.24h (469101.0) < 1000000
POLY/USDT,Vol.24h (0.0) < 1000000
SYS/USDT,Vol.24h (607488.5) < 1000000
FRONT/USDT,Vol.24h (0.0) < 1000000
CVP/USDT,Vol.24h (0.0) < 1000000
LAZIO/USDT,Vol.24h (629911.9) < 1000000
RGT/USDT,Vol.24h (0.0) < 1000000
CITY/USDT,Vol.24h (513779.6) < 1000000
KP3R/USDT,Vol.24h (0.0) < 1000000
QI/USDT,Vol.24h (780145.4) < 1000000
PORTO/USDT,Vol.24h (779137.5) < 1000000
VGX/USDT,Vol.24h (0.0) < 1000000
PLA/USDT,Vol.24h (0.0) < 1000000
RNDR/USDT,Vol.24h (0.0) < 1000000
ALCX/USDT,Vol.24h (531525.5) < 1000000
SANTOS/USDT,Vol.24h (898943.5) < 1000000
MC/USDT,Vol.24h (0.0) < 1000000
ANY/USDT,Vol.24h (0.0) < 1000000
OOKI/USDT,Vol.24h (0.0) < 1000000
JOE/USDT,Vol.24h (650234.6) < 1000000
LOKA/USDT,Vol.24h (354206.6) < 1000000
ANC/USDT,Vol.24h (0.0) < 1000000
ALPINE/USDT,Vol.24h (602135.7) < 1000000
BSW/USDT,Vol.24h (655948.8) < 1000000
BIFI/USDT,Vol.24h (294098.8) < 1000000
MULTI/USDT,Vol.24h (0.0) < 1000000
MOB/USDT,Vol.24h (0.0) < 1000000
GAL/USDT,Vol.24h (0.0) < 1000000
EPX/USDT,Vol.24h (0.0) < 1000000
NEBL/USDT,Vol.24h (0.0) < 1000000
HFT/USDT,Vol.24h (958145.4) < 1000000
AGIX/USDT,Vol.24h (0.0) < 1000000
GNS/USDT,Vol.24h (801669.2) < 1000000
BETH/USDT,Vol.24h (0.0) < 1000000
UFT/USDT,Vol.24h (501418.2) < 1000000
LOOM/USDT,Vol.24h (0.0) < 1000000
OAX/USDT,Vol.24h (0.0) < 1000000
AST/USDT,Vol.24h (440542.5) < 1000000
COMBO/USDT,Vol.24h (819326.2) < 1000000
MAV/USDT,Vol.24h (700061.5) < 1000000
GFT/USDT,Vol.24h (0.0) < 1000000
PIVX/USDT,Vol.24h (528604.6) < 1000000
VIC/USDT,Vol.24h (545874.0) < 1000000
AEUR/USDT,Vol.24h (126379.9) < 1000000
PDA/USDT,Vol.24h (549002.0) < 1000000
