Symbol,Reason
BCHDOWN/USDT,Vol.24h (0.0) < 1000000
DNT/USDT,Vol.24h (0.0) < 1000000
UNFI/USDT,Vol.24h (0.0) < 1000000
XEM/USDT,Vol.24h (0.0) < 1000000
AAVEUP/USDT,Vol.24h (0.0) < 1000000
AAVEDOWN/USDT,Vol.24h (0.0) < 1000000
SUSD/USDT,Vol.24h (0.0) < 1000000
SUSHIUP/USDT,Vol.24h (0.0) < 1000000
SUSHIDOWN/USDT,Vol.24h (0.0) < 1000000
XLMUP/USDT,Vol.24h (0.0) < 1000000
XLMDOWN/USDT,Vol.24h (0.0) < 1000000
JUV/USDT,Vol.24h (526017.8) < 1000000
PSG/USDT,Vol.24h (545779.3) < 1000000
REEF/USDT,Vol.24h (0.0) < 1000000
ATM/USDT,Vol.24h (658744.1) < 1000000
ASR/USDT,Vol.24h (658762.8) < 1000000
RIF/USDT,Vol.24h (561806.7) < 1000000
BTCST/USDT,Vol.24h (0.0) < 1000000
LIT/USDT,Vol.24h (730041.5) < 1000000
SFP/USDT,Vol.24h (760498.8) < 1000000
DODO/USDT,Vol.24h (992169.6) < 1000000
ACM/USDT,Vol.24h (435591.2) < 1000000
FIS/USDT,Vol.24h (713393.6) < 1000000
PERP/USDT,Vol.24h (645158.8) < 1000000
RAMP/USDT,Vol.24h (0.0) < 1000000
EPS/USDT,Vol.24h (0.0) < 1000000
AUTO/USDT,Vol.24h (0.0) < 1000000
TKO/USDT,Vol.24h (847829.8) < 1000000
1INCHUP/USDT,Vol.24h (0.0) < 1000000
1INCHDOWN/USDT,Vol.24h (0.0) < 1000000
BTG/USDT,Vol.24h (0.0) < 1000000
MIR/USDT,Vol.24h (0.0) < 1000000
FORTH/USDT,Vol.24h (560031.9) < 1000000
BURGER/USDT,Vol.24h (667207.1) < 1000000
POLS/USDT,Vol.24h (0.0) < 1000000
MDX/USDT,Vol.24h (0.0) < 1000000
NU/USDT,Vol.24h (0.0) < 1000000
GTC/USDT,Vol.24h (732856.5) < 1000000
TORN/USDT,Vol.24h (0.0) < 1000000
KEEP/USDT,Vol.24h (0.0) < 1000000
KLAY/USDT,Vol.24h (0.0) < 1000000
BOND/USDT,Vol.24h (0.0) < 1000000
MLN/USDT,Vol.24h (439016.1) < 1000000
TVK/USDT,Vol.24h (0.0) < 1000000
FARM/USDT,Vol.24h (437993.0) < 1000000
ALPACA/USDT,Vol.24h (515857.7) < 1000000
QUICK/USDT,Vol.24h (364933.4) < 1000000
FOR/USDT,Vol.24h (0.0) < 1000000
REQ/USDT,Vol.24h (725040.5) < 1000000
TRIBE/USDT,Vol.24h (0.0) < 1000000
GNO/USDT,Vol.24h (432138.8) < 1000000
POLY/USDT,Vol.24h (0.0) < 1000000
SYS/USDT,Vol.24h (618158.0) < 1000000
FRONT/USDT,Vol.24h (0.0) < 1000000
CVP/USDT,Vol.24h (0.0) < 1000000
LAZIO/USDT,Vol.24h (638900.7) < 1000000
RGT/USDT,Vol.24h (0.0) < 1000000
CITY/USDT,Vol.24h (506121.6) < 1000000
KP3R/USDT,Vol.24h (0.0) < 1000000
QI/USDT,Vol.24h (790810.5) < 1000000
PORTO/USDT,Vol.24h (777828.5) < 1000000
VGX/USDT,Vol.24h (0.0) < 1000000
PLA/USDT,Vol.24h (0.0) < 1000000
RNDR/USDT,Vol.24h (0.0) < 1000000
ALCX/USDT,Vol.24h (536502.7) < 1000000
SANTOS/USDT,Vol.24h (943202.2) < 1000000
MC/USDT,Vol.24h (0.0) < 1000000
ANY/USDT,Vol.24h (0.0) < 1000000
OOKI/USDT,Vol.24h (0.0) < 1000000
JOE/USDT,Vol.24h (697837.5) < 1000000
LOKA/USDT,Vol.24h (355409.2) < 1000000
ANC/USDT,Vol.24h (0.0) < 1000000
ALPINE/USDT,Vol.24h (610255.3) < 1000000
BSW/USDT,Vol.24h (668110.5) < 1000000
BIFI/USDT,Vol.24h (284073.0) < 1000000
MULTI/USDT,Vol.24h (0.0) < 1000000
MOB/USDT,Vol.24h (0.0) < 1000000
GAL/USDT,Vol.24h (0.0) < 1000000
EPX/USDT,Vol.24h (0.0) < 1000000
NEBL/USDT,Vol.24h (0.0) < 1000000
AGIX/USDT,Vol.24h (0.0) < 1000000
GNS/USDT,Vol.24h (811864.1) < 1000000
BETH/USDT,Vol.24h (0.0) < 1000000
UFT/USDT,Vol.24h (508532.2) < 1000000
LOOM/USDT,Vol.24h (0.0) < 1000000
OAX/USDT,Vol.24h (0.0) < 1000000
AST/USDT,Vol.24h (447254.6) < 1000000
COMBO/USDT,Vol.24h (826744.9) < 1000000
MAV/USDT,Vol.24h (721302.6) < 1000000
GFT/USDT,Vol.24h (0.0) < 1000000
PIVX/USDT,Vol.24h (542386.8) < 1000000
VIC/USDT,Vol.24h (545656.3) < 1000000
AEUR/USDT,Vol.24h (140262.8) < 1000000
PDA/USDT,Vol.24h (550112.2) < 1000000
