Symbol,Reason
ETHBULL/USDT,Vol.24h (0.0) < 1000000
ETHBEAR/USDT,Vol.24h (0.0) < 1000000
TCT/USDT,Vol.24h (0.0) < 1000000
BTS/USDT,Vol.24h (0.0) < 1000000
BNT/USDT,Vol.24h (284761.7) < 1000000
LTO/USDT,Vol.24h (764118.7) < 1000000
EOSBULL/USDT,Vol.24h (0.0) < 1000000
EOSBEAR/USDT,Vol.24h (0.0) < 1000000
XRPBULL/USDT,Vol.24h (0.0) < 1000000
XRPBEAR/USDT,Vol.24h (0.0) < 1000000
STRAT/USDT,Vol.24h (0.0) < 1000000
AION/USDT,Vol.24h (0.0) < 1000000
BNBBULL/USDT,Vol.24h (0.0) < 1000000
BNBBEAR/USDT,Vol.24h (0.0) < 1000000
WTC/USDT,Vol.24h (0.0) < 1000000
DATA/USDT,Vol.24h (685514.3) < 1000000
XZC/USDT,Vol.24h (0.0) < 1000000
CTSI/USDT,Vol.24h (606919.3) < 1000000
BTCUP/USDT,Vol.24h (0.0) < 1000000
BTCDOWN/USDT,Vol.24h (0.0) < 1000000
GXS/USDT,Vol.24h (0.0) < 1000000
LEND/USDT,Vol.24h (0.0) < 1000000
MDT/USDT,Vol.24h (994205.4) < 1000000
REP/USDT,Vol.24h (0.0) < 1000000
PNT/USDT,Vol.24h (0.0) < 1000000
BKRW/USDT,Vol.24h (0.0) < 1000000
ETHUP/USDT,Vol.24h (0.0) < 1000000
ETHDOWN/USDT,Vol.24h (0.0) < 1000000
ADAUP/USDT,Vol.24h (0.0) < 1000000
ADADOWN/USDT,Vol.24h (0.0) < 1000000
LINKUP/USDT,Vol.24h (0.0) < 1000000
LINKDOWN/USDT,Vol.24h (0.0) < 1000000
GBP/USDT,Vol.24h (0.0) < 1000000
DAI/USDT,Vol.24h (0.0) < 1000000
DCR/USDT,Vol.24h (784732.2) < 1000000
BNBUP/USDT,Vol.24h (0.0) < 1000000
BNBDOWN/USDT,Vol.24h (0.0) < 1000000
XTZUP/USDT,Vol.24h (0.0) < 1000000
XTZDOWN/USDT,Vol.24h (0.0) < 1000000
AUD/USDT,Vol.24h (0.0) < 1000000
BAL/USDT,Vol.24h (415174.5) < 1000000
IRIS/USDT,Vol.24h (0.0) < 1000000
SRM/USDT,Vol.24h (0.0) < 1000000
ANT/USDT,Vol.24h (0.0) < 1000000
OCEAN/USDT,Vol.24h (0.0) < 1000000
NMR/USDT,Vol.24h (773296.5) < 1000000
WNXM/USDT,Vol.24h (0.0) < 1000000
BZRX/USDT,Vol.24h (0.0) < 1000000
YFII/USDT,Vol.24h (0.0) < 1000000
DIA/USDT,Vol.24h (604320.8) < 1000000
EOSUP/USDT,Vol.24h (0.0) < 1000000
EOSDOWN/USDT,Vol.24h (0.0) < 1000000
TRXUP/USDT,Vol.24h (0.0) < 1000000
TRXDOWN/USDT,Vol.24h (0.0) < 1000000
XRPUP/USDT,Vol.24h (0.0) < 1000000
XRPDOWN/USDT,Vol.24h (0.0) < 1000000
DOTUP/USDT,Vol.24h (0.0) < 1000000
DOTDOWN/USDT,Vol.24h (0.0) < 1000000
BEL/USDT,Vol.24h (771776.8) < 1000000
LTCUP/USDT,Vol.24h (0.0) < 1000000
LTCDOWN/USDT,Vol.24h (0.0) < 1000000
NBS/USDT,Vol.24h (0.0) < 1000000
HNT/USDT,Vol.24h (0.0) < 1000000
FLM/USDT,Vol.24h (934448.4) < 1000000
UNIUP/USDT,Vol.24h (0.0) < 1000000
UNIDOWN/USDT,Vol.24h (0.0) < 1000000
ORN/USDT,Vol.24h (0.0) < 1000000
ALPHA/USDT,Vol.24h (942419.6) < 1000000
SXPUP/USDT,Vol.24h (0.0) < 1000000
SXPDOWN/USDT,Vol.24h (0.0) < 1000000
FILUP/USDT,Vol.24h (0.0) < 1000000
FILDOWN/USDT,Vol.24h (0.0) < 1000000
YFIUP/USDT,Vol.24h (0.0) < 1000000
YFIDOWN/USDT,Vol.24h (0.0) < 1000000
BCHUP/USDT,Vol.24h (0.0) < 1000000
BCHDOWN/USDT,Vol.24h (0.0) < 1000000
HARD/USDT,Vol.24h (781499.5) < 1000000
DNT/USDT,Vol.24h (0.0) < 1000000
UNFI/USDT,Vol.24h (0.0) < 1000000
XEM/USDT,Vol.24h (0.0) < 1000000
AAVEUP/USDT,Vol.24h (0.0) < 1000000
AAVEDOWN/USDT,Vol.24h (0.0) < 1000000
SUSD/USDT,Vol.24h (0.0) < 1000000
SUSHIUP/USDT,Vol.24h (0.0) < 1000000
SUSHIDOWN/USDT,Vol.24h (0.0) < 1000000
XLMUP/USDT,Vol.24h (0.0) < 1000000
XLMDOWN/USDT,Vol.24h (0.0) < 1000000
JUV/USDT,Vol.24h (788616.4) < 1000000
REEF/USDT,Vol.24h (0.0) < 1000000
ASR/USDT,Vol.24h (631164.3) < 1000000
RIF/USDT,Vol.24h (476236.1) < 1000000
BTCST/USDT,Vol.24h (0.0) < 1000000
TWT/USDT,Vol.24h (880190.5) < 1000000
SFP/USDT,Vol.24h (489425.3) < 1000000
DODO/USDT,Vol.24h (660210.1) < 1000000
ACM/USDT,Vol.24h (519646.7) < 1000000
BADGER/USDT,Vol.24h (900245.4) < 1000000
LINA/USDT,Vol.24h (959606.8) < 1000000
PERP/USDT,Vol.24h (471838.1) < 1000000
RAMP/USDT,Vol.24h (0.0) < 1000000
EPS/USDT,Vol.24h (0.0) < 1000000
AUTO/USDT,Vol.24h (0.0) < 1000000
1INCHUP/USDT,Vol.24h (0.0) < 1000000
1INCHDOWN/USDT,Vol.24h (0.0) < 1000000
BTG/USDT,Vol.24h (0.0) < 1000000
MIR/USDT,Vol.24h (0.0) < 1000000
FORTH/USDT,Vol.24h (693139.0) < 1000000
BURGER/USDT,Vol.24h (961267.9) < 1000000
POLS/USDT,Vol.24h (0.0) < 1000000
MDX/USDT,Vol.24h (0.0) < 1000000
NU/USDT,Vol.24h (0.0) < 1000000
GTC/USDT,Vol.24h (733144.0) < 1000000
TORN/USDT,Vol.24h (0.0) < 1000000
KEEP/USDT,Vol.24h (0.0) < 1000000
KLAY/USDT,Vol.24h (0.0) < 1000000
BOND/USDT,Vol.24h (0.0) < 1000000
MLN/USDT,Vol.24h (524502.0) < 1000000
TVK/USDT,Vol.24h (0.0) < 1000000
FARM/USDT,Vol.24h (492879.0) < 1000000
ALPACA/USDT,Vol.24h (306811.8) < 1000000
QUICK/USDT,Vol.24h (421489.6) < 1000000
FOR/USDT,Vol.24h (0.0) < 1000000
REQ/USDT,Vol.24h (434775.1) < 1000000
GHST/USDT,Vol.24h (605955.2) < 1000000
TRIBE/USDT,Vol.24h (0.0) < 1000000
GNO/USDT,Vol.24h (308892.4) < 1000000
POLY/USDT,Vol.24h (0.0) < 1000000
USDP/USDT,Vol.24h (78653.2) < 1000000
SYS/USDT,Vol.24h (855615.6) < 1000000
FRONT/USDT,Vol.24h (0.0) < 1000000
CVP/USDT,Vol.24h (0.0) < 1000000
LAZIO/USDT,Vol.24h (558143.8) < 1000000
ADX/USDT,Vol.24h (695315.9) < 1000000
BNX/USDT,Vol.24h (961257.4) < 1000000
RGT/USDT,Vol.24h (0.0) < 1000000
CITY/USDT,Vol.24h (609251.4) < 1000000
KP3R/USDT,Vol.24h (0.0) < 1000000
QI/USDT,Vol.24h (828542.5) < 1000000
PORTO/USDT,Vol.24h (618636.1) < 1000000
VGX/USDT,Vol.24h (0.0) < 1000000
PLA/USDT,Vol.24h (0.0) < 1000000
RNDR/USDT,Vol.24h (0.0) < 1000000
ALCX/USDT,Vol.24h (512812.8) < 1000000
MC/USDT,Vol.24h (0.0) < 1000000
ANY/USDT,Vol.24h (0.0) < 1000000
VOXEL/USDT,Vol.24h (720780.9) < 1000000
OOKI/USDT,Vol.24h (0.0) < 1000000
SPELL/USDT,Vol.24h (921471.3) < 1000000
UST/USDT,Vol.24h (0.0) < 1000000
JOE/USDT,Vol.24h (697954.4) < 1000000
LOKA/USDT,Vol.24h (411021.4) < 1000000
ANC/USDT,Vol.24h (0.0) < 1000000
XNO/USDT,Vol.24h (694837.8) < 1000000
BIFI/USDT,Vol.24h (189384.3) < 1000000
MULTI/USDT,Vol.24h (0.0) < 1000000
MOB/USDT,Vol.24h (0.0) < 1000000
REI/USDT,Vol.24h (721911.6) < 1000000
GAL/USDT,Vol.24h (0.0) < 1000000
EPX/USDT,Vol.24h (0.0) < 1000000
LEVER/USDT,Vol.24h (930733.3) < 1000000
GMX/USDT,Vol.24h (970485.6) < 1000000
NEBL/USDT,Vol.24h (0.0) < 1000000
HFT/USDT,Vol.24h (906973.4) < 1000000
RPL/USDT,Vol.24h (934622.1) < 1000000
AGIX/USDT,Vol.24h (0.0) < 1000000
GNS/USDT,Vol.24h (929190.9) < 1000000
BETH/USDT,Vol.24h (0.0) < 1000000
LOOM/USDT,Vol.24h (0.0) < 1000000
OAX/USDT,Vol.24h (0.0) < 1000000
EDU/USDT,Vol.24h (987048.3) < 1000000
AST/USDT,Vol.24h (426879.4) < 1000000
COMBO/USDT,Vol.24h (739762.2) < 1000000
GFT/USDT,Vol.24h (0.0) < 1000000
PIVX/USDT,Vol.24h (623625.9) < 1000000
VIC/USDT,Vol.24h (443162.2) < 1000000
AEUR/USDT,Vol.24h (161611.6) < 1000000
PDA/USDT,Vol.24h (659121.9) < 1000000
EURI/USDT,Vol.24h (741029.5) < 1000000
