Symbol,Reason
BCHDOWN/USDT,Vol.24h (0.0) < 1000000
DNT/USDT,Vol.24h (0.0) < 1000000
UNFI/USDT,Vol.24h (0.0) < 1000000
XEM/USDT,Vol.24h (0.0) < 1000000
AAVEUP/USDT,Vol.24h (0.0) < 1000000
AAVEDOWN/USDT,Vol.24h (0.0) < 1000000
SUSD/USDT,Vol.24h (0.0) < 1000000
SUSHIUP/USDT,Vol.24h (0.0) < 1000000
SUSHIDOWN/USDT,Vol.24h (0.0) < 1000000
XLMUP/USDT,Vol.24h (0.0) < 1000000
XLMDOWN/USDT,Vol.24h (0.0) < 1000000
JUV/USDT,Vol.24h (522073.7) < 1000000
PSG/USDT,Vol.24h (534178.5) < 1000000
REEF/USDT,Vol.24h (0.0) < 1000000
ATM/USDT,Vol.24h (657677.7) < 1000000
ASR/USDT,Vol.24h (666017.1) < 1000000
RIF/USDT,Vol.24h (537038.8) < 1000000
BTCST/USDT,Vol.24h (0.0) < 1000000
LIT/USDT,Vol.24h (712521.8) < 1000000
SFP/USDT,Vol.24h (717991.6) < 1000000
DODO/USDT,Vol.24h (978253.3) < 1000000
ACM/USDT,Vol.24h (427550.8) < 1000000
FIS/USDT,Vol.24h (763681.8) < 1000000
PERP/USDT,Vol.24h (624494.1) < 1000000
RAMP/USDT,Vol.24h (0.0) < 1000000
EPS/USDT,Vol.24h (0.0) < 1000000
AUTO/USDT,Vol.24h (0.0) < 1000000
TKO/USDT,Vol.24h (837447.4) < 1000000
1INCHUP/USDT,Vol.24h (0.0) < 1000000
1INCHDOWN/USDT,Vol.24h (0.0) < 1000000
BTG/USDT,Vol.24h (0.0) < 1000000
MIR/USDT,Vol.24h (0.0) < 1000000
FORTH/USDT,Vol.24h (552273.5) < 1000000
BURGER/USDT,Vol.24h (667630.7) < 1000000
POLS/USDT,Vol.24h (0.0) < 1000000
MDX/USDT,Vol.24h (0.0) < 1000000
NU/USDT,Vol.24h (0.0) < 1000000
GTC/USDT,Vol.24h (724908.0) < 1000000
TORN/USDT,Vol.24h (0.0) < 1000000
KEEP/USDT,Vol.24h (0.0) < 1000000
KLAY/USDT,Vol.24h (0.0) < 1000000
BOND/USDT,Vol.24h (0.0) < 1000000
MLN/USDT,Vol.24h (426180.4) < 1000000
TVK/USDT,Vol.24h (0.0) < 1000000
FARM/USDT,Vol.24h (434071.9) < 1000000
ALPACA/USDT,Vol.24h (492582.5) < 1000000
QUICK/USDT,Vol.24h (376376.4) < 1000000
FOR/USDT,Vol.24h (0.0) < 1000000
REQ/USDT,Vol.24h (684058.4) < 1000000
TRIBE/USDT,Vol.24h (0.0) < 1000000
GNO/USDT,Vol.24h (462675.7) < 1000000
POLY/USDT,Vol.24h (0.0) < 1000000
SYS/USDT,Vol.24h (604348.9) < 1000000
FRONT/USDT,Vol.24h (0.0) < 1000000
CVP/USDT,Vol.24h (0.0) < 1000000
LAZIO/USDT,Vol.24h (628972.1) < 1000000
RGT/USDT,Vol.24h (0.0) < 1000000
CITY/USDT,Vol.24h (513001.6) < 1000000
KP3R/USDT,Vol.24h (0.0) < 1000000
QI/USDT,Vol.24h (784375.0) < 1000000
PORTO/USDT,Vol.24h (779299.8) < 1000000
VGX/USDT,Vol.24h (0.0) < 1000000
PLA/USDT,Vol.24h (0.0) < 1000000
RNDR/USDT,Vol.24h (0.0) < 1000000
ALCX/USDT,Vol.24h (532326.9) < 1000000
SANTOS/USDT,Vol.24h (921212.6) < 1000000
MC/USDT,Vol.24h (0.0) < 1000000
ANY/USDT,Vol.24h (0.0) < 1000000
OOKI/USDT,Vol.24h (0.0) < 1000000
JOE/USDT,Vol.24h (661020.6) < 1000000
LOKA/USDT,Vol.24h (354918.2) < 1000000
ANC/USDT,Vol.24h (0.0) < 1000000
ALPINE/USDT,Vol.24h (603093.0) < 1000000
BSW/USDT,Vol.24h (656476.1) < 1000000
BIFI/USDT,Vol.24h (293938.3) < 1000000
MULTI/USDT,Vol.24h (0.0) < 1000000
MOB/USDT,Vol.24h (0.0) < 1000000
GAL/USDT,Vol.24h (0.0) < 1000000
EPX/USDT,Vol.24h (0.0) < 1000000
NEBL/USDT,Vol.24h (0.0) < 1000000
HFT/USDT,Vol.24h (969351.0) < 1000000
AGIX/USDT,Vol.24h (0.0) < 1000000
GNS/USDT,Vol.24h (810228.2) < 1000000
BETH/USDT,Vol.24h (0.0) < 1000000
UFT/USDT,Vol.24h (501413.6) < 1000000
LOOM/USDT,Vol.24h (0.0) < 1000000
OAX/USDT,Vol.24h (0.0) < 1000000
AST/USDT,Vol.24h (440934.2) < 1000000
COMBO/USDT,Vol.24h (825385.0) < 1000000
MAV/USDT,Vol.24h (699764.6) < 1000000
GFT/USDT,Vol.24h (0.0) < 1000000
PIVX/USDT,Vol.24h (529505.0) < 1000000
VIC/USDT,Vol.24h (546284.2) < 1000000
AEUR/USDT,Vol.24h (127851.2) < 1000000
PDA/USDT,Vol.24h (546418.8) < 1000000
